trpt1,trpt2,trpt3,trpt4,trpt5,trpt6,trpt7,trpt8,trpt9,trpt10,trpt11,pop1,pop2,pop3,pop4,pop5,pop6,pop7,pop8,pop9,pop10,pop11,pop12,pop13,pop14,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,trv1,trv2,trv3,trv4,trv5,trv6,trv7,trv8,trv9,trv10,trv11,esp1,esp2,esp3,esp4,esp5,esp6,esp7,esp8,log1,log2,log3,log4,log5,log6,log7,log8,log9,log10,log11,log12,log13,log14,log15,log16,log17,log18,fin1,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9,egmt1,egmt2,egmt3,egmt4,BFS
8893,6791,673,172,172,125,885,601.6123,5282.723021,1237.021222,2901.464417,11288,7.291989664,5607,5681,5005,4849,2154,3348,3648,1423,715,30.78902,30.56032,61.34934,50.24596,2536,7.61871,2.48051,75.47838,68.21403,7.264352,2.18,22.46634,1548,682,153,115,37,1.35872,166.8333,69.66667,998,802,171,23,2,137,2021,6870,2.567101,1548,203,23,105,90,332,767,20,66,2.809089,49.56,2.2,0.55,0.1,2139,1175,567,244,153,5589,129,1026,618,297,47,22,88584.59556,35575.21376,10573.52858,11362.90363,61389.60541,13257.778,3798.56641,56594.48813,40146.43907,4814,1118,211,589,4946
12555,9991,776,69,77,60,1432,486.5352,9574.4722,3359.649379,4652.510377,20535,19.37264151,10429,10106,8949,8659,3738,5553,7177,2758,1309,29.36371,31.94815,61.31186,47.46193,5562,9.057706,1.266131,74.16606,64.71877,9.447285,2.09,27.08546,3497,1356,456,106,138,3.236772,413.5,192.3333,1296,1112,152,31,1,113,2043,6432,3.666489,1060,230,32,46,111,405,217,20,32,0.439153,46.06,2.1,0.58,0.2,3329,1868,1033,299,129,10247,134,1352,1259,363,146,75,302819.1736,34379.55875,8555.76198,8081.20302,99699.05825,15483.731,7906.416,91943.798,56759.621,3135,2084,411,1018,4045
15877,12725,904,72,134,181,1667,516.4367,10934.72399,3840.884099,5378.962765,24640,14.6579417,12409,12231,10907,10429,4947,7441,8130,2960,1162,31.7706,26.47229,58.24289,39.25676,6241,7.386364,5.600649,77.02922,72.97078,4.058442,2.31,25.32873,3995,1550,329,222,139,3.961978,634.75,274.8333,1862,1602,225,29,6,96,3350,10565,4.681018,1681,295,29,94,107,276,651,57,201,1.357075,43.01,2.3,0.63,0.5,3250,1793,937,285,235,11569,380,1117,1036,412,197,108,265178.9647,100606.5647,10788.19189,30664.99165,171314.5766,25755.36958,6832.4756,153833.8514,68326.79425,7039,3261,504,1449,4182
16346,12584,1047,588,228,151,1580,529.8303,10916.81642,3167.467005,5847.450318,23751,11.40778098,12080,11671,10311,10238,4719,6860,7783,3141,1248,32.227,29.97337,62.20037,39.73257,6796,7.620732,5.094522,66.43931,70.39704,-3.95773,2.19,28.61353,2940,3018,454,280,86,4.221067,374.8333,160.1667,1879,1569,263,42,5,162,3259,11610,2.895236,2082,352,41,97,138,394,1041,11,32,1.469063,45.78,2.2,0.57,0.3,3805,1935,1138,448,284,11572,106,1554,1306,602,180,57,230339.0265,105777.3062,30537.68176,26739.50292,121931.0519,6217.76848,9791.17269,136286.8037,75781.43521,4265,2604,496,1275,3427
57062,44808,3375,631,283,724,6557,408.1804,51167.23673,23436.63828,17851.98252,109775,16.12678125,55945,53830,52167,43290,21637,35173,35201,12414,5350,30.74573,25.24228,55.98801,43.0965,26247,7.515372,3.962651,67.51993,56.65224,10.86768,2.16,23.90982,14818,7235,2014,1337,780,5.5104,2317.5,972.75,7724,6445,1063,189,27,244,12090,58299,3.850921,6807,1076,268,327,617,2755,1691,56,689,0.660109,42.91,2.2,0.62,0.1,15747,8187,5517,1357,686,54082,280,4791,6646,2684,907,439,2787050.329,892228.9796,231756.5947,167402.0212,1008942.906,168200.2482,65734.50001,925559.6697,386160.4062,24281,12141,2347,6373,230
11129,8992,629,112,90,99,1111,568.2508,6505.388738,1196.974038,4399.167253,15824,12.67948718,7793,8031,6360,7315,3233,4097,5666,2023,805,33.11482,28.96651,62.08133,39.79239,6033,8.657735,1.074317,79.68908,67.30283,12.38625,2.34,38.12563,3330,2142,336,139,79,4.153846,388.1667,162.4167,1094,928,137,29,0,59,1776,6016,4.855364,1248,230,29,66,94,346,474,5,75,2.767882,44.87,2.3,0.59,0.3,3180,2193,648,212,127,7298,228,1674,963,215,50,50,215238.195,64782.90052,16665.49518,18153.27264,69011.6678,8356.8844,3337.90287,66042.80074,35863.66105,3619,2021,317,907,4082
7556,5749,348,86,291,62,907,501.0895,5524.227436,2170.438732,2792.386398,11473,5.44259962,5908,5565,4656,5246,2172,2592,4145,1959,605,32.23987,38.05848,70.29835,30.8831,1955,8.541794,1.568901,76.17885,75.56873,0.610128,2.19,17.04001,987,398,267,213,79,4.961132,156.9167,69.66667,719,625,82,12,0,216,906,2813,2.455009,2108,197,16,34,82,443,1322,8,10,1.164875,46.55,2.2,0.56,0.5,2315,1254,685,293,83,5580,143,1071,852,198,30,21,62401.32859,40298.40932,14656.89653,19741.81313,52409.80126,7757.0969,1677.07495,59134.34462,29552.3453,1130,1130,206,666,6627
17586,14419,1010,99,120,146,1593,481.0021,11668.11584,3172.858671,6464.993712,29977,22.13958641,15414,14563,13365,12214,6507,8897,9339,3550,1684,35.68217,28.70147,64.38364,47.43662,11372,7.005371,6.338193,74.35701,71.45478,2.902225,2.24,37.93575,7286,2011,557,1204,290,7.656566,825.1667,355.6667,2121,1767,297,52,5,255,2441,15228,5.625606,1354,303,84,104,191,107,511,33,149,0.989244,36.63,2.3,0.69,0.2,2926,1298,919,436,273,15062,224,1093,931,354,195,129,261967.509,94274.8735,2141.08149,30341.75753,192901.4522,61602.56955,20957.96286,175816.5119,67302.99467,7202,3734,696,2015,5938
3149,2193,119,26,83,442,242,383.7942,2801.571477,252.401877,99.8736866,5714,0.235231156,2799,2915,2744,2417,990,1810,2161,562,191,24.93075,18.96248,43.89323,33.98577,2293,4.900245,4.725236,100.63,100.805,-0.17501,2.09,40.12951,2091,128,35,5,32,0.20837,79.25,32.16667,821,637,169,14,1,34,595,6018,2.493427,24291,88,4,45,64,1107,2288,178,43,0.684751,31.28,2.1,0.86,0.5,1402,348,785,93,176,7594,71,328,286,354,234,129,109390.574,45607.256,3315.873,8274.865,48192.80737,12672.80002,4938.33746,49152.62174,32353.13766,574,574,98,271,6300
8365,6494,596,79,75,194,838,561.7647,5370.801004,1559.589271,2781.40727,11560,10.433213,5864,5696,5233,4648,2061,3402,3868,1502,727,28.34938,30.66025,59.00963,48.40213,2270,7.785467,2.33564,85.12111,80.79585,4.32526,2.12,19.63668,1472,468,146,103,70,3.055628,167.0833,69.5,1102,915,153,28,6,91,3330,7357,2.657012,1108,196,34,59,78,526,207,7,99,1.456867,49.13,2.1,0.54,2.1,2383,1342,561,307,173,6109,110,1050,738,324,120,41,239478.4698,62108.33196,19713.40487,14206.57907,105209.4975,31069.81911,4109.71095,84565.21844,34878.09885,2935,1295,207,551,4289
7387,5747,508,119,68,72,789,561.5046,4562.598834,2100.594616,1761.061038,10235,18.98886827,5265,4970,4216,4515,1976,2542,3507,1494,716,32.66656,36.53496,69.20152,47.92503,2216,10.74744,0.293112,85.00244,87.73815,-2.73571,2.14,21.6512,993,664,284,204,66,5.383185,169.75,68.33333,550,451,76,17,6,219,1206,5919,3.160652,539,146,12,26,46,68,237,7,26,1.431934,45.69,2.1,0.58,0.7,1622,864,573,113,72,5098,90,708,521,224,59,20,44374.13619,28066.24619,4319.82573,18610.34791,49893.9924,7756.39121,2915.0699,45381.5812,23693.6489,2072,991,180,552,361
8108,6675,251,4,25,49,1038,521.8513,5001.182744,2485.442027,1919.817539,12791,16.29426752,6699,6092,5414,5491,2566,2612,4589,1924,1100,35.63394,41.99417,77.62811,57.17256,3072,11.57064,-0.3909,91.86147,88.34337,3.518099,2.16,24.01689,2532,164,151,43,172,1.670195,169.25,70.91667,1148,1044,90,12,2,10,379,5709,2.691807,785,229,34,10,55,297,160,0,24,1.787861,52.44,2.2,0.55,1.2,2111,907,937,174,93,6656,49,478,1062,446,49,27,214347.5625,113295.4068,27749.29268,2658.56725,154472.9216,29368.64237,7888.37029,150765.7954,117873.3084,1094,1094,256,638,161
5877,4816,406,40,34,46,457,544.6732,3674.650726,773.7869162,2198.627379,8842,19.09719222,4416,4426,3824,3718,1617,2617,3020,1135,453,28.68547,28.17101,56.85648,39.91189,3726,7.803664,3.732187,85.50102,78.26284,7.238181,2.07,42.13979,1573,1503,419,193,28,7.044831,248.6667,115.4167,389,301,67,18,3,3,1672,3548,5.433346,463,101,26,55,64,86,116,18,3,3.463759,43.45,2.1,0.59,0.2,1303,676,510,70,47,4677,49,607,441,137,34,35,55397.78748,27501.54461,6438.87099,10048.15033,53647.0309,4185.76065,2559.9681,56350.6965,35244.73173,790,790,160,439,2534
22157,18282,1438,73,126,143,1812,613.4076,13067.61198,4834.918492,5110.30865,29804,13.77901063,14722,15082,13287,12842,5452,8188,10830,3781,1553,28.66758,28.04711,56.71469,41.07379,10041,7.884848,3.9592,105.4556,92.00107,13.45457,2.12,33.69011,6804,1610,719,296,537,1.668034,437.8333,197.5,6919,6236,577,93,13,125,6453,34198,2.752765,2163,313,55,54,155,821,717,7,243,0.59971,48.63,2.1,0.59,1.4,3341,1123,1385,625,208,15174,130,727,1011,715,396,362,573182.6564,291329.5021,38390.46042,23637.84404,242380.8651,9878.84025,12505.23811,274311.7733,197473.1926,7393,3164,484,1402,1711
181701,139908,12602,1205,265,2499,23389,347.3714,193917.992,124963.7187,37650.36767,402762,45.80484476,202226,200536,215597,134704,68407,143668,128543,40704,21440,25.13014,22.82935,47.95949,52.67296,130164,8.277842,4.652872,88.3847,74.6992,13.6855,1.99,32.31785,90542,14180,12099,6142,6735,4.619919,9241.417,4126.167,43973,37033,5449,1246,245,197,29163,439275,4.047413,8793,2924,799,441,1284,2306,888,112,3203,0.205486,38.92,2,0.67,1.9,37432,9493,17479,7724,2736,220940,120,323,2090,10418,10818,13663,13441380.22,5715963.171,619933.7535,888044.1809,5129081.666,688128.1048,314891.6695,4857835.012,2613826.589,72837,37863,7772,18617,261
